,country,state,city,station,last_update,latitude,longitude,pollutant_id,min_pollution,max_pollution,avg_pollution
645,India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2025-04-03 20:00:00,26.6879226,88.4152495,PM2.5,103.0,304.0,194.0
646,India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2025-04-03 20:00:00,26.6879226,88.4152495,NH3,12.0,19.0,14.0
647,India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2025-04-03 20:00:00,26.6879226,88.4152495,SO2,13.0,29.0,17.0
648,India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",2025-04-03 20:00:00,26.6879226,88.4152495,CO,42.0,100.0,54.0
649,India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",2025-04-03 20:00:00,13.67,79.35,CO,1.0,111.0,40.0
650,India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",2025-04-03 20:00:00,13.67,79.35,OZONE,11.0,29.0,21.0
651,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2025-04-03 20:00:00,13.615387,79.40923,PM2.5,36.0,191.0,76.0
652,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2025-04-03 20:00:00,13.615387,79.40923,NO2,10.0,30.0,16.0
653,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2025-04-03 20:00:00,13.615387,79.40923,NH3,1.0,4.0,2.0
654,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2025-04-03 20:00:00,13.615387,79.40923,CO,12.0,26.0,16.0
655,India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2025-04-03 20:00:00,16.536107,80.594233,PM10,54.0,64.0,59.0
656,India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2025-04-03 20:00:00,26.181742,91.78063,OZONE,1.0,65.0,32.0
657,India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2025-04-03 20:00:00,26.349082,92.68449,PM10,29.0,144.0,93.0
658,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2025-04-03 20:00:00,26.446912,91.439057,NH3,22.833990795529257,84.25476660092045,48.303747534516766
659,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2025-04-03 20:00:00,26.446912,91.439057,CO,32.0,62.0,42.0
660,India,Assam,Silchar,"Tarapur, Silchar - PCBA",2025-04-03 20:00:00,24.82827,92.79525,PM2.5,39.0,61.0,53.0
661,India,Assam,Silchar,"Tarapur, Silchar - PCBA",2025-04-03 20:00:00,24.82827,92.79525,PM10,51.0,66.0,57.0
662,India,Assam,Silchar,"Tarapur, Silchar - PCBA",2025-04-03 20:00:00,24.82827,92.79525,CO,17.0,38.0,34.0
663,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2025-04-03 20:00:00,27.103358,93.679645,PM2.5,67.0,197.0,99.0
664,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2025-04-03 20:00:00,27.103358,93.679645,PM10,74.0,147.0,100.0
665,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2025-04-03 20:00:00,27.103358,93.679645,CO,18.0,37.0,20.0
666,India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2025-04-03 20:00:00,26.071318,91.87488,NO2,9.0,21.0,14.0
667,India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2025-04-03 20:00:00,16.536107,80.594233,OZONE,2.0,16.0,11.0
668,India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2025-04-03 20:00:00,16.486692,80.699436,NO2,24.0,69.0,42.0
669,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2025-04-03 20:00:00,16.509717,80.612222,PM2.5,64.0,90.0,77.0
