country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-04-2025 20:00:00",17.72,83.3,NH3,1,4,2
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-04-2025 20:00:00",17.72,83.3,OZONE,9,13,10
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","03-04-2025 20:00:00",27.103358,93.679645,SO2,6,7,7
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","03-04-2025 20:00:00",26.071318,91.87488,PM10,63,350,173
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","03-04-2025 20:00:00",26.071318,91.87488,OZONE,22,88,56
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-04-2025 20:00:00",26.2028636,91.70046436,NO2,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-04-2025 20:00:00",26.2028636,91.70046436,NH3,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-04-2025 20:00:00",16.5150833,80.5181667,CO,6,44,23
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","03-04-2025 20:00:00",14.675886,77.593027,PM2.5,56,73,64
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","03-04-2025 20:00:00",14.675886,77.593027,SO2,7,11,10
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","03-04-2025 20:00:00",13.204880,79.097889,NH3,3,4,3
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","03-04-2025 20:00:00",13.204880,79.097889,OZONE,30,42,33
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","03-04-2025 20:00:00",14.465052,78.824187,PM2.5,50,70,58
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","03-04-2025 20:00:00",14.465052,78.824187,PM10,46,65,54
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-04-2025 20:00:00",26.2028636,91.70046436,SO2,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","03-04-2025 20:00:00",26.187500,91.744194,PM2.5,86,312,169
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","03-04-2025 20:00:00",26.187500,91.744194,PM10,71,143,101
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","03-04-2025 20:00:00",26.187500,91.744194,SO2,34,65,46
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","03-04-2025 20:00:00",26.187500,91.744194,CO,22,60,32
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","03-04-2025 20:00:00",26.187500,91.744194,OZONE,17,18,17
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","03-04-2025 20:00:00",26.181742,91.78063,SO2,19,22,20
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","03-04-2025 20:00:00",26.349082,92.68449,NO2,6,35,12
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","03-04-2025 20:00:00",11.654054,92.734055,OZONE,5,33,19
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-04-2025 20:00:00",16.5150833,80.5181667,NH3,3,4,3
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","03-04-2025 20:00:00",25.42742023,86.13886079,SO2,2,79,31
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","03-04-2025 20:00:00",25.42742023,86.13886079,OZONE,2,62,24
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","03-04-2025 20:00:00",26.80365,84.51954,NO2,27,29,28
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","03-04-2025 20:00:00",13.615387,79.409230,OZONE,5,12,11
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","03-04-2025 20:00:00",16.536107,80.594233,NO2,13,21,14
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","03-04-2025 20:00:00",16.536107,80.594233,CO,14,31,19
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","03-04-2025 20:00:00",26.987634,94.636574,OZONE,1,10,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","03-04-2025 20:00:00",26.146529,87.454184,NH3,11,14,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","03-04-2025 20:00:00",26.146529,87.454184,SO2,16,28,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","03-04-2025 20:00:00",16.554731,80.649110,PM10,42,83,58
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","03-04-2025 20:00:00",16.554731,80.649110,NO2,14,17,15
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","03-04-2025 20:00:00",16.509717,80.612222,NH3,3,5,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","03-04-2025 20:00:00",26.987634,94.636574,NH3,2,5,4
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","03-04-2025 20:00:00",25.7808257,84.7446768,NH3,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","03-04-2025 20:00:00",25.7808257,84.7446768,SO2,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","03-04-2025 20:00:00",25.7808257,84.7446768,OZONE,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","03-04-2025 20:00:00",24.792403,84.992416,PM10,75,320,155
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","03-04-2025 20:00:00",24.792403,84.992416,SO2,15,22,19
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-04-2025 20:00:00",24.762518,84.982348,PM2.5,6,75,37
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-04-2025 20:00:00",24.762518,84.982348,PM10,43,111,72
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","03-04-2025 20:00:00",25.697189,85.245900,PM2.5,129,271,190
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","03-04-2025 20:00:00",25.697189,85.245900,SO2,5,12,7
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","03-04-2025 20:00:00",30.735567,76.775714,PM10,36,177,84
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","03-04-2025 20:00:00",30.735567,76.775714,SO2,12,50,24
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","03-04-2025 20:00:00",30.751462,76.762879,PM10,88,131,104
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","03-04-2025 20:00:00",30.751462,76.762879,CO,7,28,10
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","03-04-2025 20:00:00",30.719859,76.738637,CO,34,87,43
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","03-04-2025 20:00:00",21.194815,81.314770,CO,20,92,29
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","03-04-2025 20:00:00",21.194815,81.314770,OZONE,11,30,24
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","03-04-2025 20:00:00",27.308328,84.531742,SO2,6,7,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","03-04-2025 20:00:00",27.308328,84.531742,CO,3,116,46
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","03-04-2025 20:00:00",26.63086,84.90051,OZONE,11,16,14
India,Bihar,Munger,"Town Hall, Munger - BSPCB","03-04-2025 20:00:00",25.376776,86.471523,PM2.5,57,170,87
India,Bihar,Munger,"Town Hall, Munger - BSPCB","03-04-2025 20:00:00",25.376776,86.471523,PM10,80,161,112
India,Bihar,Munger,"Town Hall, Munger - BSPCB","03-04-2025 20:00:00",25.376776,86.471523,NH3,6,8,7
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","03-04-2025 20:00:00",26.1403345,85.3650192,NH3,2,5,3
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-04-2025 20:00:00",25.592539,85.227158,PM2.5,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-04-2025 20:00:00",25.592539,85.227158,PM10,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-04-2025 20:00:00",25.592539,85.227158,SO2,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","03-04-2025 20:00:00",25.366336,87.117468,NO2,16,20,19
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","03-04-2025 20:00:00",25.892357,86.590325,SO2,9,17,13
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","03-04-2025 20:00:00",25.859655,85.77944,CO,22,49,28
India,Bihar,Patna,"Muradpur, Patna - BSPCB","03-04-2025 20:00:00",25.619651,85.147382,NH3,1,8,4
India,Bihar,Patna,"Muradpur, Patna - BSPCB","03-04-2025 20:00:00",25.619651,85.147382,OZONE,5,40,33
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","03-04-2025 20:00:00",25.599486,85.113666,NO2,23,72,41
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","03-04-2025 20:00:00",25.599486,85.113666,NH3,1,3,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","03-04-2025 20:00:00",24.952822,84.002396,PM10,62,220,117
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","03-04-2025 20:00:00",24.952822,84.002396,NO2,2,3,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","03-04-2025 20:00:00",26.2271665,84.3570427,NO2,5,9,6
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","03-04-2025 20:00:00",26.11442,85.39813,SO2,5,23,10
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","03-04-2025 20:00:00",26.1403345,85.3650192,PM2.5,22,280,131
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","03-04-2025 20:00:00",25.265194,87.012947,OZONE,2,54,30
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","03-04-2025 20:00:00",25.567520,83.966379,CO,12,52,22
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","03-04-2025 20:00:00",22.348441,82.549611,OZONE,35,36,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","03-04-2025 20:00:00",22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","03-04-2025 20:00:00",21.219665,81.630094,PM2.5,6,239,59
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","03-04-2025 20:00:00",21.219665,81.630094,PM10,54,118,79
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","03-04-2025 20:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","03-04-2025 20:00:00",22.118125,83.140608,NO2,12,22,17
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","03-04-2025 20:00:00",22.118125,83.140608,NH3,7,7,7
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","03-04-2025 20:00:00",22.368195,82.746431,NO2,23,46,31
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","03-04-2025 20:00:00",22.348441,82.549611,NO2,63,87,77
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","03-04-2025 20:00:00",21.258815,81.578979,SO2,12,55,21
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","03-04-2025 20:00:00",21.258815,81.578979,OZONE,4,34,19
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","03-04-2025 20:00:00",21.258815,81.578979,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","03-04-2025 20:00:00",21.258815,81.578979,NH3,7,7,7
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","03-04-2025 20:00:00",21.185571,81.343175,PM10,59,82,68
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","03-04-2025 20:00:00",21.371751,81.664929,SO2,8,68,21
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","03-04-2025 20:00:00",22.08815,82.13737,SO2,12,21,18
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","03-04-2025 20:00:00",21.371751,81.664929,OZONE,5,35,16
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","03-04-2025 20:00:00",22.06631475,83.33820077,NO2,17,88,46
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","03-04-2025 20:00:00",22.06631475,83.33820077,NH3,1,2,2
India,Delhi,Delhi,"Alipur, Delhi - DPCC","03-04-2025 20:00:00",28.815329,77.153010,PM10,66,449,254
India,Delhi,Delhi,"Alipur, Delhi - DPCC","03-04-2025 20:00:00",28.815329,77.153010,NH3,9,12,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","03-04-2025 20:00:00",28.647622,77.3158090,CO,68,173,90
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","03-04-2025 20:00:00",28.695381,77.181665,SO2,9,34,23
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","03-04-2025 20:00:00",28.4706914,77.1099364,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","03-04-2025 20:00:00",28.7256504,77.2011573,OZONE,3,45,30
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","03-04-2025 20:00:00",28.656756,77.227234,NH3,NA,NA,NA
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","03-04-2025 20:00:00",28.5710274,77.0719006,PM10,77,465,273
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","03-04-2025 20:00:00",28.5710274,77.0719006,NO2,36,81,54
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","03-04-2025 20:00:00",28.5627763,77.1180053,PM10,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","03-04-2025 20:00:00",28.5627763,77.1180053,OZONE,6,111,49
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","03-04-2025 20:00:00",28.6811736,77.3025234,PM10,71,196,148
India,Delhi,Delhi,"ITO, Delhi - CPCB","03-04-2025 20:00:00",28.628624,77.241060,NH3,4,16,9
India,Delhi,Delhi,"Narela, Delhi - DPCC","03-04-2025 20:00:00",28.822836,77.101981,OZONE,3,69,46
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-04-2025 20:00:00",28.567890,77.250515,PM2.5,15,342,184
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-04-2025 20:00:00",28.567890,77.250515,PM10,68,279,175
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-04-2025 20:00:00",28.567890,77.250515,NH3,4,7,6
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-04-2025 20:00:00",28.567890,77.250515,SO2,5,34,23
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","03-04-2025 20:00:00",28.5918245,77.2273074,OZONE,13,29,21
India,Delhi,Delhi,"Mundka, Delhi - DPCC","03-04-2025 20:00:00",28.684678,77.076574,SO2,3,33,17
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","03-04-2025 20:00:00",28.60909,77.0325413,PM2.5,63,320,188
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","03-04-2025 20:00:00",28.580280,77.233829,PM10,52,252,156
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","03-04-2025 20:00:00",28.580280,77.233829,SO2,1,26,7
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","03-04-2025 20:00:00",28.588333,77.221667,PM2.5,48,280,165
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-04-2025 20:00:00",28.567890,77.250515,OZONE,2,220,161
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","03-04-2025 20:00:00",28.530785,77.271255,PM2.5,27,322,182
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","03-04-2025 20:00:00",28.60909,77.0325413,OZONE,14,47,38
India,Delhi,Delhi,"ITO, Delhi - CPCB","03-04-2025 20:00:00",28.628624,77.241060,OZONE,1,72,44
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","03-04-2025 20:00:00",28.6514781,77.1473105,CO,21,59,36
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","03-04-2025 20:00:00",28.5504249,77.2159377,PM2.5,48,373,224
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","03-04-2025 20:00:00",28.5504249,77.2159377,NO2,44,48,46
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","03-04-2025 20:00:00",28.5504249,77.2159377,CO,11,119,26
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","03-04-2025 20:00:00",28.5504249,77.2159377,OZONE,20,44,31
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","03-04-2025 20:00:00",28.710508,77.249485,PM10,59,420,183
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","03-04-2025 20:00:00",28.710508,77.249485,NO2,16,132,73
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","03-04-2025 20:00:00",28.531346,77.190156,PM10,58,260,132
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","03-04-2025 20:00:00",28.531346,77.190156,NH3,7,10,9
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","03-04-2025 20:00:00",28.672342,77.315260,CO,23,113,42
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","03-04-2025 20:00:00",28.699793,77.165453,SO2,18,49,34
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","03-04-2025 20:00:00",23.107969,72.574648,PM10,78,215,148
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","03-04-2025 20:00:00",23.107969,72.574648,NH3,1,2,1
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","03-04-2025 20:00:00",23.107969,72.574648,OZONE,2,310,142
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","03-04-2025 20:00:00",22.977134,72.553024,OZONE,1,83,60
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","03-04-2025 20:00:00",23.002657,72.591912,PM2.5,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","03-04-2025 20:00:00",28.563262,77.186937,NH3,2,5,4
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","03-04-2025 20:00:00",28.563262,77.186937,SO2,11,66,42
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","03-04-2025 20:00:00",28.563262,77.186937,CO,4,135,29
India,Delhi,Delhi,"Rohini, Delhi - DPCC","03-04-2025 20:00:00",28.732528,77.119920,CO,10,126,34
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","03-04-2025 20:00:00",23.041137,72.456691,NH3,1,6,3
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","03-04-2025 20:00:00",23.043070,72.562968,NO2,24,107,67
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","03-04-2025 20:00:00",23.043070,72.562968,NH3,5,46,18
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","03-04-2025 20:00:00",23.020509,72.579261,NO2,13,136,61
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","03-04-2025 20:00:00",23.020509,72.579261,OZONE,2,132,102
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","03-04-2025 20:00:00",23.016834,72.625775,NO2,1,18,7
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","03-04-2025 20:00:00",23.043070,72.562968,CO,50,189,64
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","03-04-2025 20:00:00",21.613267,73.010555,NO2,82,123,105
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","03-04-2025 20:00:00",28.530785,77.271255,SO2,3,39,20
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","03-04-2025 20:00:00",28.530785,77.271255,CO,29,127,56
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","03-04-2025 20:00:00",28.530785,77.271255,OZONE,5,205,154
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","03-04-2025 20:00:00",23.243639,72.68994,PM10,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","03-04-2025 20:00:00",28.674045,77.131023,CO,7,104,20
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","03-04-2025 20:00:00",28.422681,77.148944,CO,4,48,11
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","03-04-2025 20:00:00",28.422681,77.148944,OZONE,25,96,84
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","03-04-2025 20:00:00",28.3153,76.9143,PM2.5,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","03-04-2025 20:00:00",28.3153,76.9143,SO2,10,39,22
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","03-04-2025 20:00:00",34.066206,74.819820,PM2.5,43,96,62
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","03-04-2025 20:00:00",12.920984,77.584908,CO,2,36,16
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","03-04-2025 20:00:00",12.921418,77.502466,PM2.5,55,57,56
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","03-04-2025 20:00:00",12.921418,77.502466,SO2,5,6,6
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","03-04-2025 20:00:00",12.921418,77.502466,OZONE,23,24,24
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","03-04-2025 20:00:00",12.990328,77.5431385,PM10,38,43,40
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","03-04-2025 20:00:00",23.80569,86.44268,OZONE,17,51,40
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","03-04-2025 20:00:00",16.172806,75.659694,PM10,45,53,50
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","03-04-2025 20:00:00",16.172806,75.659694,NO2,9,10,9
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","03-04-2025 20:00:00",15.888653,74.541751,PM2.5,20,44,29
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","03-04-2025 20:00:00",12.951913,77.539784,SO2,20,45,31
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","03-04-2025 20:00:00",12.9756843,77.5660749,PM10,89,106,97
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","03-04-2025 20:00:00",12.9756843,77.5660749,NO2,32,35,33
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","03-04-2025 20:00:00",12.938539,77.590100,PM10,23,64,45
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","03-04-2025 20:00:00",15.888653,74.541751,OZONE,19,19,19
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","03-04-2025 20:00:00",12.9135218,77.5950804,PM2.5,34,70,45
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","03-04-2025 20:00:00",12.9135218,77.5950804,OZONE,29,30,30
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","03-04-2025 20:00:00",12.951913,77.539784,PM2.5,26,76,48
India,Gujarat,Surat,"Science Center, Surat - SMC","03-04-2025 20:00:00",21.170046,72.795405,PM2.5,11,57,31
India,Gujarat,Surat,"Science Center, Surat - SMC","03-04-2025 20:00:00",21.170046,72.795405,NO2,13,22,16
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","03-04-2025 20:00:00",20.362421,72.918013,PM2.5,65,225,117
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","03-04-2025 20:00:00",20.362421,72.918013,OZONE,2,2,2
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","03-04-2025 20:00:00",23.80569,86.44268,NO2,126,127,127
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","03-04-2025 20:00:00",23.80569,86.44268,SO2,25,34,30
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","03-04-2025 20:00:00",23.221714,72.654328,NO2,22,25,24
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","03-04-2025 20:00:00",23.221714,72.654328,CO,6,86,18
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-04-2025 20:00:00",12.415911,75.735050,PM10,18,40,30
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-04-2025 20:00:00",12.415911,75.735050,NO2,6,19,8
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-04-2025 20:00:00",12.415911,75.735050,NH3,1,2,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-04-2025 20:00:00",12.415911,75.735050,OZONE,3,6,5
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","03-04-2025 20:00:00",12.889250,74.853000,PM2.5,16,35,30
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","03-04-2025 20:00:00",12.889250,74.853000,PM10,19,40,35
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","03-04-2025 20:00:00",12.889250,74.853000,NH3,1,2,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","03-04-2025 20:00:00",12.889250,74.853000,SO2,6,8,7
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","03-04-2025 20:00:00",13.0246342,77.5080115,NH3,2,2,2
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","03-04-2025 20:00:00",12.917348,77.622813,PM2.5,24,83,56
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","03-04-2025 20:00:00",12.917348,77.622813,OZONE,2,84,14
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","03-04-2025 20:00:00",13.428828,77.731418,PM10,20,94,63
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","03-04-2025 20:00:00",15.411456,75.638133,PM10,32,71,54
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","03-04-2025 20:00:00",15.411456,75.638133,NH3,1,3,2
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","03-04-2025 20:00:00",14.791800,75.389600,NH3,4,5,4
